地区コード,線区コード,駅順コード,会社名,線区名,駅名,備考,緯度,経度
0,16,2,東日本旅客鉄道,総武本,秋葉原,,0,0
0,16,3,東日本旅客鉄道,総武本,浅草橋,,0,0
0,16,4,東日本旅客鉄道,総武本,両国,,0,0
0,16,6,東日本旅客鉄道,総武本,錦糸町,,0,0
0,16,7,東日本旅客鉄道,総武本,亀戸,,0,0
0,16,8,東日本旅客鉄道,総武本,平井,,0,0
0,16,9,東日本旅客鉄道,総武本,新小岩,,0,0
0,16,b,東日本旅客鉄道,総武本,小岩,,0,0
0,16,c,東日本旅客鉄道,総武本,市川,,0,0
0,16,d,東日本旅客鉄道,総武本,本八幡,,0,0
0,16,e,東日本旅客鉄道,総武本,下総中山,,0,0
0,16,10,東日本旅客鉄道,総武本,西船橋,,0,0
0,16,11,東日本旅客鉄道,総武本,船橋,,0,0
0,16,12,東日本旅客鉄道,総武本,東船橋,,0,0
0,16,13,東日本旅客鉄道,総武本,津田沼,,0,0
0,16,14,東日本旅客鉄道,総武本,幕張本郷,,0,0
0,16,15,東日本旅客鉄道,総武本,幕張,,0,0
0,16,16,東日本旅客鉄道,総武本,新検見川,,0,0
0,16,17,東日本旅客鉄道,総武本,稲毛,,0,0
0,16,18,東日本旅客鉄道,総武本,西千葉,,0,0
0,16,1a,東日本旅客鉄道,総武本,千葉,,0,0
0,16,1b,東日本旅客鉄道,総武本,東千葉,,0,0
0,16,1d,東日本旅客鉄道,総武本,都賀,,0,0
0,16,1f,東日本旅客鉄道,総武本,四街道,,0,0
0,16,21,東日本旅客鉄道,総武本,物井,,0,0
0,16,22,東日本旅客鉄道,総武本,佐倉,,0,0
0,16,23,東日本旅客鉄道,総武本,南酒々井,,0,0
0,16,24,東日本旅客鉄道,総武本,榎戸,,0,0
0,16,26,東日本旅客鉄道,総武本,八街,,0,0
0,16,28,東日本旅客鉄道,総武本,日向,,0,0
0,16,2a,東日本旅客鉄道,総武本,成東,,0,0
0,16,2c,東日本旅客鉄道,総武本,松尾,,0,0
0,16,2d,東日本旅客鉄道,総武本,横芝,,0,0
0,16,2e,東日本旅客鉄道,総武本,飯倉,,0,0
0,16,2f,東日本旅客鉄道,総武本,八日市場,,0,0
0,16,31,東日本旅客鉄道,総武本,干潟,,0,0
0,16,32,東日本旅客鉄道,総武本,旭,,0,0
0,16,33,東日本旅客鉄道,総武本,飯岡,,0,0
0,16,34,東日本旅客鉄道,総武本,倉橋,,0,0
0,16,36,東日本旅客鉄道,総武本,猿田,,0,0
0,16,37,東日本旅客鉄道,総武本,松岸,,0,0
0,16,38,東日本旅客鉄道,総武本,銚子,,0,0
0,17,3,東日本旅客鉄道,上越,ガーラ湯沢,,0,0
0,18,2,東日本旅客鉄道,南武,尻手,,0,0
0,18,3,東日本旅客鉄道,南武,矢向,,0,0
0,18,4,東日本旅客鉄道,南武,鹿島田,,0,0
0,18,6,東日本旅客鉄道,南武,平間,,0,0
0,18,7,東日本旅客鉄道,南武,向河原,,0,0
0,18,8,東日本旅客鉄道,南武,武蔵小杉,,0,0
0,18,9,東日本旅客鉄道,南武,武蔵中原,,0,0
0,18,b,東日本旅客鉄道,南武,武蔵新城,,0,0
0,18,c,東日本旅客鉄道,南武,武蔵溝ノ口,,0,0
0,18,d,東日本旅客鉄道,南武,津田山,,0,0
0,18,e,東日本旅客鉄道,南武,久地,,0,0
0,18,10,東日本旅客鉄道,南武,宿河原,,0,0
0,18,11,東日本旅客鉄道,南武,登戸,,0,0
0,18,12,東日本旅客鉄道,南武,中野島,,0,0
0,18,13,東日本旅客鉄道,南武,稲田堤,,0,0
0,18,15,東日本旅客鉄道,南武,矢野口,,0,0
0,18,16,東日本旅客鉄道,南武,稲城長沼,,0,0
0,18,17,東日本旅客鉄道,南武,南多摩,,0,0
0,18,18,東日本旅客鉄道,南武,府中本町,,0,0
0,18,1a,東日本旅客鉄道,南武,分倍河原,,0,0
0,18,1c,東日本旅客鉄道,南武,谷保,,0,0
0,18,1d,東日本旅客鉄道,南武,矢川,,0,0
0,18,1e,東日本旅客鉄道,南武,西国立,,0,0
0,18,20,東日本旅客鉄道,青梅,西立川,,0,0
0,18,21,東日本旅客鉄道,青梅,東中神,,0,0
0,18,22,東日本旅客鉄道,青梅,中神,,0,0
0,18,24,東日本旅客鉄道,青梅,昭島,,0,0
0,18,25,東日本旅客鉄道,青梅,拝島,,0,0
0,18,26,東日本旅客鉄道,青梅,牛浜,,0,0
0,18,27,東日本旅客鉄道,青梅,福生,,0,0
0,18,29,東日本旅客鉄道,青梅,羽村,,0,0
0,18,2a,東日本旅客鉄道,青梅,小作,,0,0
0,18,2b,東日本旅客鉄道,青梅,河辺,,0,0
0,18,2c,東日本旅客鉄道,青梅,東青梅,,0,0
0,18,2e,東日本旅客鉄道,青梅,青梅,,0,0
0,18,2f,東日本旅客鉄道,青梅,宮ノ平,,0,0
0,18,30,東日本旅客鉄道,青梅,日向和田,,0,0
0,18,31,東日本旅客鉄道,青梅,石神前,,0,0
0,18,33,東日本旅客鉄道,青梅,二俣尾,,0,0
0,18,34,東日本旅客鉄道,青梅,軍畑,,0,0
0,18,35,東日本旅客鉄道,青梅,沢井,,0,0
0,18,36,東日本旅客鉄道,青梅,御嶽,,0,0
0,18,38,東日本旅客鉄道,青梅,川井,,0,0
0,18,39,東日本旅客鉄道,青梅,古里,,0,0
0,18,3a,東日本旅客鉄道,青梅,鳩ノ巣,,0,0
0,18,3b,東日本旅客鉄道,青梅,白丸,,0,0
0,18,3d,東日本旅客鉄道,青梅,奥多摩,,0,0
0,19,2,東日本旅客鉄道,鶴見,国道,,0,0
0,19,3,東日本旅客鉄道,鶴見,鶴見小野,,0,0
0,19,4,東日本旅客鉄道,鶴見,弁天橋,,0,0
0,19,6,東日本旅客鉄道,鶴見,浅野,,0,0
0,19,7,東日本旅客鉄道,鶴見,安善,,0,0
0,19,8,東日本旅客鉄道,鶴見,武蔵白石,,0,0
0,19,9,東日本旅客鉄道,鶴見,浜川崎,,0,0
0,19,b,東日本旅客鉄道,鶴見,昭和,,0,0
0,19,c,東日本旅客鉄道,鶴見,扇町,,0,0
0,1a,3,東日本旅客鉄道,南武,八丁畷,,0,0
0,1a,4,東日本旅客鉄道,南武,川崎新町,,0,0
0,1b,2,東日本旅客鉄道,鶴見,新芝浦,,0,0
0,1b,3,東日本旅客鉄道,鶴見,海芝浦,,0,0
0,1c,2,東日本旅客鉄道,鶴見,大川,,0,0
0,1d,4,東日本旅客鉄道,根岸,本郷台,,0,0
0,1d,6,東日本旅客鉄道,根岸,港南台,,0,0
0,1d,7,東日本旅客鉄道,根岸,洋光台,,0,0
0,1d,8,東日本旅客鉄道,根岸,新杉田,,0,0
0,1d,9,東日本旅客鉄道,根岸,磯子,,0,0
0,1d,a,東日本旅客鉄道,根岸,根岸,,0,0
0,1d,c,東日本旅客鉄道,根岸,山手,,0,0
0,1d,d,東日本旅客鉄道,根岸,石川町,,0,0
0,1d,e,東日本旅客鉄道,根岸,関内,,0,0
0,1d,f,東日本旅客鉄道,根岸,桜木町,,0,0
0,1d,13,東日本旅客鉄道,横浜,大口,,0,0
0,1d,14,東日本旅客鉄道,横浜,菊名,,0,0
0,1d,16,東日本旅客鉄道,横浜,新横浜,,0,0
0,1d,17,東日本旅客鉄道,横浜,小机,,0,0
0,1d,19,東日本旅客鉄道,横浜,鴨居,,0,0
0,1d,1a,東日本旅客鉄道,横浜,中山,,0,0
0,1d,1b,東日本旅客鉄道,横浜,十日市場,,0,0
0,1d,1c,東日本旅客鉄道,横浜,長津田,,0,0
0,1d,1d,東日本旅客鉄道,横浜,成瀬,,0,0
0,1d,1e,東日本旅客鉄道,横浜,町田,,0,0
0,1d,1f,東日本旅客鉄道,横浜,古淵,,0,0
0,1d,20,東日本旅客鉄道,横浜,淵野辺,,0,0
0,1d,21,東日本旅客鉄道,横浜,矢部,,0,0
0,1d,22,東日本旅客鉄道,横浜,相模原,,0,0
0,1d,23,東日本旅客鉄道,横浜,橋本,,0,0
0,1d,25,東日本旅客鉄道,横浜,相原,,0,0
0,1d,26,東日本旅客鉄道,横浜,八王子みなみ野,,0,0
0,1d,27,東日本旅客鉄道,横浜,片倉,,0,0
0,1d,2a,東日本旅客鉄道,八高,北八王子,,0,0
0,1d,2b,東日本旅客鉄道,八高,小宮,,0,0
0,1d,2e,東日本旅客鉄道,八高,東福生,,0,0
0,1d,30,東日本旅客鉄道,八高,箱根ヶ崎,,0,0
0,1d,31,東日本旅客鉄道,八高,金子,,0,0
0,1d,33,東日本旅客鉄道,八高,東飯能,,0,0
0,1d,35,東日本旅客鉄道,八高,高麗川,,0,0
0,1d,37,東日本旅客鉄道,八高,毛呂,,0,0
0,1d,38,東日本旅客鉄道,八高,越生,,0,0
0,1d,3a,東日本旅客鉄道,八高,明覚,,0,0
0,1d,3c,東日本旅客鉄道,八高,小川町,,0,0
0,1d,3d,東日本旅客鉄道,八高,竹沢,,0,0
0,1d,3e,東日本旅客鉄道,八高,折原,,0,0
0,1d,3f,東日本旅客鉄道,八高,寄居,,0,0
0,1d,41,東日本旅客鉄道,八高,用土,,0,0
0,1d,42,東日本旅客鉄道,八高,松久,,0,0
0,1d,43,東日本旅客鉄道,八高,児玉,,0,0
0,1d,44,東日本旅客鉄道,八高,丹荘,,0,0
0,1d,46,東日本旅客鉄道,八高,群馬藤岡,,0,0
0,1d,47,東日本旅客鉄道,八高,北藤岡,,0,0
0,1e,2,東日本旅客鉄道,横須賀,北鎌倉,,0,0
0,1e,3,東日本旅客鉄道,横須賀,鎌倉,,0,0
0,1e,4,東日本旅客鉄道,横須賀,逗子,,0,0
0,1e,6,東日本旅客鉄道,横須賀,東逗子,,0,0
0,1e,7,東日本旅客鉄道,横須賀,田浦,,0,0
0,1e,8,東日本旅客鉄道,横須賀,横須賀,,0,0
0,1e,9,東日本旅客鉄道,横須賀,衣笠,,0,0
0,1e,b,東日本旅客鉄道,横須賀,久里浜,,0,0
0,1f,2,東日本旅客鉄道,相模,北茅ケ崎,,0,0
0,1f,3,東日本旅客鉄道,相模,香川,,0,0
0,1f,4,東日本旅客鉄道,相模,寒川,,0,0
0,1f,6,東日本旅客鉄道,相模,宮山,,0,0
0,1f,7,東日本旅客鉄道,相模,倉見,,0,0
0,1f,8,東日本旅客鉄道,相模,門沢橋,,0,0
0,1f,9,東日本旅客鉄道,相模,社家,,0,0
0,1f,b,東日本旅客鉄道,相模,厚木,,0,0
0,1f,c,東日本旅客鉄道,相模,海老名,,0,0
0,1f,d,東日本旅客鉄道,相模,入谷,,0,0
0,1f,e,東日本旅客鉄道,相模,相武台下,,0,0
0,1f,f,東日本旅客鉄道,相模,下溝,,0,0
0,1f,10,東日本旅客鉄道,相模,原当麻,,0,0
0,1f,12,東日本旅客鉄道,相模,番田,,0,0
0,1f,13,東日本旅客鉄道,相模,上溝,,0,0
0,1f,14,東日本旅客鉄道,相模,南橋本,,0,0
0,1f,42,西日本旅客鉄道,宇野,大元,瀬戸大橋線,0,0
0,1f,49,西日本旅客鉄道,宇野,茶屋町,瀬戸大橋線,0,0
0,1f,90,東日本旅客鉄道,磐越西,広田,,0,0
0,1f,91,東日本旅客鉄道,磐越西,会津若松,,0,0
0,20,47,西日本旅客鉄道,吉備,備中高松,,0,0
0,20,91,東日本旅客鉄道,磐越東,舞木,,0,0
0,21,2,東日本旅客鉄道,伊東,来宮,,0,0
0,21,3,東日本旅客鉄道,伊東,伊豆多賀,,0,0
0,21,4,東日本旅客鉄道,伊東,網代,,0,0
0,21,6,東日本旅客鉄道,伊東,宇佐美,,0,0
0,21,7,東日本旅客鉄道,伊東,伊東,,0,0
0,21,82,東日本旅客鉄道,只見,七日町,,0,0
0,21,cf,北海道旅客鉄道,江差,木古内,津軽海峡線,0,0
0,21,d0,北海道旅客鉄道,江差,渡島鶴岡,,0,0
0,22,2,東海旅客鉄道,東海道本,荒尾,美濃赤坂支線,0,0
0,22,3,東海旅客鉄道,東海道本,美濃赤坂,美濃赤坂支線,0,0
0,22,92,会津鉄道,会津鉄道,会津高原,,0,0
0,23,1,西日本旅客鉄道,JR東西,尼崎,,0,0
0,23,3,西日本旅客鉄道,JR東西,加島,,0,0
0,23,5,西日本旅客鉄道,JR東西,御幣島,,0,0
0,23,7,西日本旅客鉄道,JR東西,海老江,,0,0
0,23,8,西日本旅客鉄道,JR東西,新福島,,0,0
0,23,9,西日本旅客鉄道,JR東西,北新地,,0,0
0,23,b,西日本旅客鉄道,JR東西,大阪天満宮,,0,0
0,23,d,西日本旅客鉄道,JR東西,大阪城北詰,,0,0
0,23,82,東日本旅客鉄道,仙石,榴ヶ岡,,0,0
0,23,83,東日本旅客鉄道,仙石,宮城野原,,0,0
0,23,84,東日本旅客鉄道,仙石,陸前原ノ町,,0,0
0,23,85,東日本旅客鉄道,仙石,苦竹,,0,0
0,23,86,東日本旅客鉄道,仙石,小鶴新田,,0,0
0,23,87,東日本旅客鉄道,仙石,福田町,,0,0
0,23,88,東日本旅客鉄道,仙石,陸前高砂,,0,0
0,23,89,東日本旅客鉄道,仙石,中野栄,,0,0
0,23,8a,東日本旅客鉄道,仙石,多賀城,,0,0
0,23,8b,東日本旅客鉄道,仙石,下馬,,0,0
0,23,8c,東日本旅客鉄道,仙石,西塩釜,,0,0
0,23,8d,東日本旅客鉄道,仙石,本塩釜,,0,0
0,23,8e,東日本旅客鉄道,仙石,東塩釜,,0,0
0,23,90,東日本旅客鉄道,仙石,陸前浜田,,0,0
0,23,91,東日本旅客鉄道,仙石,松島海岸,,0,0
0,23,92,東日本旅客鉄道,仙石,高城町,,0,0
0,23,93,東日本旅客鉄道,仙石,手樽,,0,0
0,23,95,東日本旅客鉄道,仙石,陸前富山,,0,0
0,23,96,東日本旅客鉄道,仙石,陸前大塚,,0,0
0,23,97,東日本旅客鉄道,仙石,東名,,0,0
0,23,98,東日本旅客鉄道,仙石,野蒜,,0,0
0,23,9a,東日本旅客鉄道,仙石,陸前小野,,0,0
0,23,9b,東日本旅客鉄道,仙石,鹿妻,,0,0
0,23,9c,東日本旅客鉄道,仙石,矢本,,0,0
0,23,9d,東日本旅客鉄道,仙石,東矢本,,0,0
0,23,9e,東日本旅客鉄道,仙石,陸前赤井,,0,0
0,23,9f,東日本旅客鉄道,仙石,蛇田,,0,0
0,23,a0,東日本旅客鉄道,仙石,陸前山下,,0,0
0,23,a1,東日本旅客鉄道,仙石,石巻,,0,0
0,24,2,東日本旅客鉄道,五日市,熊川,,0,0
0,24,3,東日本旅客鉄道,五日市,東秋留,,0,0
0,24,4,東日本旅客鉄道,五日市,秋川,,0,0
0,24,6,東日本旅客鉄道,五日市,武蔵引田,,0,0
0,24,7,東日本旅客鉄道,五日市,武蔵増戸,,0,0
0,24,8,東日本旅客鉄道,五日市,武蔵五日市,,0,0
0,24,82,東日本旅客鉄道,石巻,上涌谷,,0,0
0,24,c5,北海道旅客鉄道,札沼,新琴似,学園都市線,0,0
0,24,ce,北海道旅客鉄道,札沼,あいの里公園,学園都市線,0,0
0,24,d2,北海道旅客鉄道,札沼,石狩当別,学園都市線,0,0
0,24,e6,北海道旅客鉄道,札沼,下徳富,学園都市線,0,0
0,24,e7,北海道旅客鉄道,札沼,中徳富,学園都市線(2006.3.18廃止),0,0
0,24,e8,北海道旅客鉄道,札沼,新十津川,2006.3.18廃止,0,0
0,25,1,東日本旅客鉄道,山手,品川,,0,0
0,25,2,東日本旅客鉄道,山手,大崎,,0,0
0,25,3,東日本旅客鉄道,山手,五反田,,0,0
0,25,4,東日本旅客鉄道,山手,目黒,,0,0
0,25,6,東日本旅客鉄道,山手,恵比寿,,0,0
0,25,7,東日本旅客鉄道,山手,渋谷,,0,0
0,25,8,東日本旅客鉄道,山手,原宿,,0,0
0,25,9,東日本旅客鉄道,山手,代々木,,0,0
0,25,a,東日本旅客鉄道,山手,新宿,,0,0
0,25,c,東日本旅客鉄道,山手,新大久保,,0,0
0,25,d,東日本旅客鉄道,山手,高田馬場,,0,0
0,25,e,東日本旅客鉄道,山手,目白,,0,0
0,25,f,東日本旅客鉄道,山手,池袋,,0,0
0,25,11,東日本旅客鉄道,山手,大塚,,0,0
0,25,12,東日本旅客鉄道,山手,巣鴨,,0,0
0,25,13,東日本旅客鉄道,山手,駒込,,0,0
0,25,ca,北海道旅客鉄道,千歳,恵み野,,0,0
0,25,cb,北海道旅客鉄道,千歳,恵庭,,0,0
0,25,cf,北海道旅客鉄道,千歳,千歳,,0,0
0,25,d0,北海道旅客鉄道,千歳,南千歳,,0,0
0,26,3,東日本旅客鉄道,東北本,尾久,,0,0
0,26,6,東日本旅客鉄道,赤羽,十条,,0,0
0,26,7,東日本旅客鉄道,赤羽,板橋,,0,0
0,26,51,西日本旅客鉄道,呉,新広,,0,0
0,26,52,西日本旅客鉄道,呉,安芸阿賀,,0,0
0,26,53,西日本旅客鉄道,呉,呉,,0,0
0,26,54,西日本旅客鉄道,呉,川原石,,0,0
0,26,55,西日本旅客鉄道,呉,吉浦,,0,0
0,26,56,西日本旅客鉄道,呉,かるが浜,,0,0
0,26,57,西日本旅客鉄道,呉,天応,,0,0
0,26,58,西日本旅客鉄道,呉,呉ポートピア,,0,0
0,26,59,西日本旅客鉄道,呉,小屋浦,,0,0
0,26,5a,西日本旅客鉄道,呉,水尻,,0,0
0,26,5b,西日本旅客鉄道,呉,坂,,0,0
0,26,83,東日本旅客鉄道,大船渡,真滝,,0,0
0,26,c2,北海道旅客鉄道,千歳,新千歳空港,,0,0
0,27,3,東日本旅客鉄道,川越,日進,,0,0
0,27,5,東日本旅客鉄道,川越,指扇,,0,0
0,27,7,東日本旅客鉄道,川越,南古谷,,0,0
0,27,9,東日本旅客鉄道,川越,川越,,0,0
0,27,a,東日本旅客鉄道,川越,西川越,,0,0
0,27,b,東日本旅客鉄道,川越,的場,,0,0
0,27,c,東日本旅客鉄道,川越,笠幡,,0,0
0,27,d,東日本旅客鉄道,川越,武蔵高萩,,0,0
0,27,83,東日本旅客鉄道,釜石,新花巻,,0,0
0,27,84,東日本旅客鉄道,釜石,小山田,,0,0
0,27,c2,東日本旅客鉄道,仙石,あおば通,,0,0
0,28,3,東日本旅客鉄道,成田,東我孫子,,0,0
0,28,4,東日本旅客鉄道,成田,湖北,,0,0
0,28,5,東日本旅客鉄道,成田,新木,,0,0
0,28,7,東日本旅客鉄道,成田,布佐,,0,0
0,28,8,東日本旅客鉄道,成田,木下,,0,0
0,28,a,東日本旅客鉄道,成田,小林,,0,0
0,28,c,東日本旅客鉄道,成田,安食,,0,0
0,28,e,東日本旅客鉄道,成田,下総松崎,,0,0
0,28,10,東日本旅客鉄道,成田,成田,,0,0
0,28,12,東日本旅客鉄道,成田,酒々井,,0,0
0,28,41,錦川鉄道,錦川清流,川西,,0,0
0,28,96,東日本旅客鉄道,山田,宮古,,0,0
0,28,97,東日本旅客鉄道,山田,磯鶏,,0,0
0,29,c,東日本旅客鉄道,武蔵野,北府中,,0,0
0,29,f,東日本旅客鉄道,武蔵野,新小平,,0,0
0,29,11,東日本旅客鉄道,武蔵野,新秋津,,0,0
0,29,12,東日本旅客鉄道,武蔵野,東所沢,,0,0
0,29,14,東日本旅客鉄道,武蔵野,新座,,0,0
0,29,16,東日本旅客鉄道,武蔵野,北朝霞,,0,0
0,29,18,東日本旅客鉄道,武蔵野,西浦和,,0,0
0,29,19,東日本旅客鉄道,武蔵野,武蔵浦和,,0,0
0,29,1c,東日本旅客鉄道,武蔵野,東浦和,,0,0
0,29,1e,東日本旅客鉄道,武蔵野,東川口,,0,0
0,29,20,東日本旅客鉄道,武蔵野,南越谷,,0,0
0,29,22,東日本旅客鉄道,武蔵野,吉川,,0,0
0,29,23,東日本旅客鉄道,武蔵野,新三郷,,0,0
0,29,24,東日本旅客鉄道,武蔵野,三郷,,0,0
0,29,25,東日本旅客鉄道,武蔵野,南流山,,0,0
0,29,27,東日本旅客鉄道,武蔵野,新八柱,,0,0
0,29,28,東日本旅客鉄道,武蔵野,東松戸,,0,0
0,29,29,東日本旅客鉄道,武蔵野,市川大野,,0,0
0,29,2a,東日本旅客鉄道,武蔵野,船橋法典,,0,0
0,29,4e,西日本旅客鉄道,宇部,宇部岬,,0,0
0,29,84,東日本旅客鉄道,岩泉,岩手和井内,,0,0
0,29,86,東日本旅客鉄道,岩泉,押角,,0,0
0,2a,d,東日本旅客鉄道,横須賀,新川崎,,0,0
0,2a,e,東日本旅客鉄道,横須賀,西大井,,0,0
0,2a,15,東日本旅客鉄道,総武本,新日本橋,,0,0
0,2a,16,東日本旅客鉄道,総武本,馬喰町,,0,0
0,2a,82,東日本旅客鉄道,八戸,長苗代,,0,0
0,2a,c4,北海道旅客鉄道,室蘭本,小幌,,0,0
0,2a,c4,北海道旅客鉄道,室蘭本,礼文,,0,0
0,2a,c5,北海道旅客鉄道,室蘭本,礼文,,0,0
0,2a,d4,北海道旅客鉄道,室蘭本,東室蘭,,0,0
0,2a,e9,北海道旅客鉄道,室蘭,苫小牧,,0,0
0,2b,42,西日本旅客鉄道,美祢,湯ノ峠,,0,0
0,2b,c6,北海道旅客鉄道,室蘭本,室蘭,支線,0,0
0,2b,a4,東日本旅客鉄道,東海道本,羽沢横浜国大,,0,0
0,2c,7,東日本旅客鉄道,吾妻,中之条,,0,0
0,2d,3,東日本旅客鉄道,両毛,前橋,,0,0
0,2d,5,東日本旅客鉄道,両毛,前橋大島,,0,0
0,2d,6,東日本旅客鉄道,両毛,駒形,,0,0
0,2d,8,東日本旅客鉄道,両毛,伊勢崎,,0,0
0,2d,b,東日本旅客鉄道,両毛,国定,,0,0
0,2d,d,東日本旅客鉄道,両毛,岩宿,,0,0
0,2d,10,東日本旅客鉄道,両毛,桐生,,0,0
0,2d,12,東日本旅客鉄道,両毛,小俣,,0,0
0,2d,15,東日本旅客鉄道,両毛,山前,,0,0
0,2d,18,東日本旅客鉄道,両毛,足利,,0,0
0,2d,1b,東日本旅客鉄道,両毛,富田,,0,0
0,2d,1c,東日本旅客鉄道,両毛,佐野,,0,0
0,2d,20,東日本旅客鉄道,両毛,岩舟,,0,0
0,2d,21,東日本旅客鉄道,両毛,大平下,,0,0
0,2d,22,東日本旅客鉄道,両毛,栃木,,0,0
0,2d,24,東日本旅客鉄道,両毛,思川,,0,0
0,2d,27,東日本旅客鉄道,水戸,小田林,,0,0
0,2d,28,東日本旅客鉄道,水戸,結城,,0,0
0,2d,29,東日本旅客鉄道,水戸,東結城,,0,0
0,2d,2a,東日本旅客鉄道,水戸,川島,,0,0
0,2d,2b,東日本旅客鉄道,水戸,玉戸,,0,0
0,2d,2c,東日本旅客鉄道,水戸,下館,,0,0
0,2d,2d,東日本旅客鉄道,水戸,新治,,0,0
0,2d,2e,東日本旅客鉄道,水戸,大和,,0,0
0,2d,2f,東日本旅客鉄道,水戸,岩瀬,,0,0
0,2d,30,東日本旅客鉄道,水戸,羽黒,,0,0
0,2d,31,東日本旅客鉄道,水戸,福原,,0,0
0,2d,32,東日本旅客鉄道,水戸,稲田,,0,0
0,2d,33,東日本旅客鉄道,水戸,笠間,,0,0
0,2d,34,東日本旅客鉄道,水戸,宍戸,,0,0
0,2e,1,わたらせ渓谷鐵道,わたらせ渓谷,桐生,,0,0
0,2e,82,東日本旅客鉄道,仙山,東照宮,,0,0
0,2e,83,東日本旅客鉄道,仙山,北仙台,,0,0
0,2e,84,東日本旅客鉄道,仙山,北山,,0,0
0,2e,85,東日本旅客鉄道,仙山,東北福祉大前,,0,0
0,2e,86,東日本旅客鉄道,仙山,国見,,0,0
0,2e,87,東日本旅客鉄道,仙山,葛岡,,0,0
0,2e,88,東日本旅客鉄道,仙山,陸前落合,,0,0
0,2e,89,東日本旅客鉄道,仙山,愛子,,0,0
0,2f,8,東日本旅客鉄道,日光,日光,,0,0
0,2f,82,東日本旅客鉄道,陸羽東,北浦,,0,0
0,30,4,東日本旅客鉄道,烏山,鴻野山,,0,0
0,30,6,東日本旅客鉄道,烏山,大金,,0,0
0,30,e4,北海道旅客鉄道,日高本,西様似,,0,0
0,30,e5,北海道旅客鉄道,日高本,様似,,0,0
0,31,44,西日本旅客鉄道,境,後藤,,0,0
0,31,83,東日本旅客鉄道,田沢湖,小岩井,,0,0
0,31,84,東日本旅客鉄道,田沢湖,雫石,,0,0
0,31,88,東日本旅客鉄道,田沢湖,田沢湖,,0,0
0,31,8d,東日本旅客鉄道,田沢湖,角館,,0,0
0,32,8,東日本旅客鉄道,水郡,上菅谷,,0,0
0,32,9,東日本旅客鉄道,水郡,常陸鴻巣,,0,0
0,33,2,東日本旅客鉄道,水郡,南酒出,,0,0
0,33,81,東日本旅客鉄道,花輪,好摩,,0,0
0,33,82,東日本旅客鉄道,花輪,東大更,,0,0
0,35,2,東日本旅客鉄道,中央本,川岸,,0,0
0,35,4,東日本旅客鉄道,中央本,辰野,,0,0
0,35,5,東日本旅客鉄道,中央本,信濃川島,,0,0
0,35,6,東日本旅客鉄道,中央本,小野,,0,0
0,35,b,東日本旅客鉄道,埼京,北与野,,0,0
0,35,d,東日本旅客鉄道,埼京,与野本町,,0,0
0,35,f,東日本旅客鉄道,埼京,南与野,,0,0
0,35,11,東日本旅客鉄道,埼京,中浦和,,0,0
0,35,15,東日本旅客鉄道,埼京,北戸田,,0,0
0,35,17,東日本旅客鉄道,埼京,戸田,,0,0
0,35,19,東日本旅客鉄道,埼京,戸田公園,,0,0
0,35,1b,東日本旅客鉄道,埼京,浮間舟渡,,0,0
0,35,1d,東日本旅客鉄道,埼京,北赤羽,,0,0
0,35,47,西日本旅客鉄道,本四備讃,児島,瀬戸大橋線,0,0
0,36,2,東日本旅客鉄道,外房,本千葉,,0,0
0,36,3,東日本旅客鉄道,外房,蘇我,,0,0
0,36,5,東日本旅客鉄道,外房,鎌取,,0,0
0,36,7,東日本旅客鉄道,外房,誉田,,0,0
0,36,9,東日本旅客鉄道,外房,土気,,0,0
0,36,a,東日本旅客鉄道,外房,大網,,0,0
0,36,b,東日本旅客鉄道,外房,永田,,0,0
0,36,c,東日本旅客鉄道,外房,本納,,0,0
0,36,e,東日本旅客鉄道,外房,新茂原,,0,0
0,36,f,東日本旅客鉄道,外房,茂原,,0,0
0,36,10,東日本旅客鉄道,外房,八積,,0,0
0,36,11,東日本旅客鉄道,外房,上総一ノ宮,,0,0
0,36,13,東日本旅客鉄道,外房,東浪見,,0,0
0,36,14,東日本旅客鉄道,外房,太東,,0,0
0,36,15,東日本旅客鉄道,外房,長者町,,0,0
0,36,16,東日本旅客鉄道,外房,三門,,0,0
0,36,18,東日本旅客鉄道,外房,大原,,0,0
0,36,84,東日本旅客鉄道,米坂,成島,,0,0
0,36,86,東日本旅客鉄道,米坂,中郡,,0,0
0,37,5,東日本旅客鉄道,内房,浜野,,0,0
0,37,6,東日本旅客鉄道,内房,八幡宿,,0,0
0,37,7,東日本旅客鉄道,内房,五井,,0,0
0,37,9,東日本旅客鉄道,内房,姉ケ崎,,0,0
0,37,b,東日本旅客鉄道,内房,長浦,,0,0
0,37,c,東日本旅客鉄道,内房,袖ケ浦,,0,0
0,37,d,東日本旅客鉄道,内房,巌根,,0,0
0,37,e,東日本旅客鉄道,内房,木更津,,0,0
0,37,10,東日本旅客鉄道,内房,君津,,0,0
0,37,11,東日本旅客鉄道,内房,青堀,,0,0
0,37,12,東日本旅客鉄道,内房,大貫,,0,0
0,38,41,IGRいわて銀河鉄道,いわて銀河鉄道,盛岡,,0,0
0,38,47,IGRいわて銀河鉄道,いわて銀河鉄道,渋民,,0,0
0,38,48,IGRいわて銀河鉄道,いわて銀河鉄道,好摩,,0,0
0,39,3,東日本旅客鉄道,成田,久住,,0,0
0,39,5,東日本旅客鉄道,成田,滑河,,0,0
0,39,7,東日本旅客鉄道,成田,下総神崎,,0,0
